Id,predicted
0,0.06272727272727273
1,0.06636363636363637
2,0.049090909090909095
3,0.16000000000000003
4,0.27
5,0.010000000000000002
6,0.7590909090909091
7,0.0027272727272727275
8,0.020000000000000004
9,0.34272727272727277
10,0.24181818181818185
11,0.20545454545454545
12,0.07818181818181817
13,0.01272727272727273
14,0.01090909090909091
15,0.15909090909090912
16,0.06909090909090909
17,0.09181818181818181
18,0.019090909090909092
19,0.22545454545454544
20,0.5472727272727274
21,0.47636363636363627
22,0.03272727272727273
23,0.01272727272727273
24,0.36272727272727273
25,0.011818181818181821
26,0.38727272727272727
27,0.3990909090909091
28,0.006363636363636363
29,0.0009090909090909091
30,0.8409090909090908
31,0.05454545454545454
32,0.04818181818181819
33,0.22
34,0.7127272727272729
35,0.19454545454545452
36,0.1009090909090909
37,0.28909090909090907
38,0.01
39,0.038181818181818185
40,0.005454545454545455
41,0.011818181818181818
42,0.43
43,0.013636363636363637
44,0.28545454545454546
45,0.08363636363636362
46,0.47363636363636363
47,0.02636363636363636
48,0.0
49,0.18727272727272729
50,0.09909090909090909
51,0.27
52,0.015454545454545453
53,0.14181818181818184
54,0.05636363636363636
55,0.13
56,0.5363636363636364
57,0.16272727272727275
58,0.3545454545454546
59,0.39272727272727276
60,0.09999999999999998
61,0.022727272727272728
62,0.03818181818181817
63,0.028181818181818183
64,0.08272727272727272
65,0.0036363636363636364
66,0.19636363636363635
67,0.016363636363636365
68,0.012727272727272728
69,0.010909090909090912
70,0.014545454545454545
71,0.4
72,0.46272727272727276
73,0.07454545454545455
74,0.12272727272727273
75,0.01181818181818182
76,0.033636363636363624
77,0.69
78,0.011818181818181818
79,0.5136363636363637
80,0.35090909090909095
81,0.12272727272727271
82,0.1190909090909091
83,0.21636363636363637
84,0.3154545454545455
85,0.0009090909090909091
86,0.4918181818181818
87,0.3572727272727273
88,0.07363636363636362
89,0.014545454545454549
90,0.6381818181818183
91,0.1281818181818182
92,0.5145454545454545
93,0.0036363636363636364
94,0.7327272727272728
95,0.0027272727272727275
96,0.06545454545454545
97,0.015454545454545457
98,0.10181818181818182
99,0.010909090909090908
100,0.4072727272727273
101,0.010909090909090908
102,0.3400000000000001
103,0.006363636363636363
104,0.0009090909090909091
105,0.01818181818181818
106,0.007272727272727273
107,0.005454545454545455
108,0.04454545454545455
109,0.031818181818181815
110,0.5654545454545454
111,0.32545454545454544
112,0.07999999999999999
113,0.22636363636363632
114,0.020000000000000004
115,0.6327272727272728
116,0.03727272727272728
117,0.006363636363636363
118,0.011818181818181818
119,0.22636363636363638
120,0.010000000000000002
121,0.0036363636363636364
122,0.03636363636363636
123,0.0018181818181818182
124,0.009090909090909092
125,0.034545454545454546
126,0.2109090909090909
127,0.03363636363636364
128,0.42181818181818187
129,0.3972727272727273
130,0.5718181818181819
131,0.09727272727272725
132,0.06
133,0.013636363636363637
134,0.639090909090909
135,0.3145454545454545
136,0.26272727272727275
137,0.05181818181818182
138,0.04
139,0.10545454545454545
140,0.7899999999999999
141,0.10818181818181818
142,0.29
143,0.19545454545454546
144,0.719090909090909
145,0.26
146,0.2936363636363636
147,0.049999999999999996
148,0.08545454545454545
149,0.011818181818181816
150,0.3763636363636364
151,0.12727272727272726
152,0.17636363636363633
153,0.05818181818181818
154,0.17454545454545453
155,0.44727272727272727
156,0.02818181818181818
157,0.11818181818181818
158,0.14454545454545456
159,0.48272727272727267
160,0.007272727272727273
161,0.025454545454545455
162,0.9099999999999999
163,0.010909090909090908
164,0.4081818181818181
165,0.07999999999999999
166,0.17727272727272728
167,0.10727272727272726
168,0.07636363636363634
169,0.01
170,0.04363636363636363
171,0.0009090909090909091
172,0.00818181818181818
173,0.016363636363636365
174,0.08090909090909092
175,0.3809090909090909
176,0.14363636363636365
177,0.015454545454545455
178,0.07090909090909091
179,0.4181818181818182
180,0.06545454545454546
181,0.07181818181818181
182,0.06909090909090908
183,0.12818181818181817
184,0.02090909090909091
185,0.27545454545454545
186,0.00818181818181818
187,0.00818181818181818
188,0.30727272727272725
189,0.7918181818181819
190,0.16727272727272727
191,0.0
192,0.6663636363636364
193,0.2972727272727273
194,0.4318181818181819
195,0.007272727272727273
196,0.4045454545454546
197,0.26636363636363636
198,0.03
199,0.06545454545454545
200,0.2081818181818182
201,0.10545454545454545
202,0.0036363636363636364
203,0.013636363636363637
204,0.07363636363636364
205,0.26
206,0.6481818181818181
207,0.07545454545454545
208,0.1881818181818182
209,0.21636363636363637
210,0.2127272727272727
211,0.005454545454545454
212,0.21545454545454545
213,0.18727272727272729
214,0.10090909090909088
215,0.1318181818181818
216,0.06454545454545454
217,0.0609090909090909
218,0.09909090909090909
219,0.00818181818181818
220,0.014545454545454547
221,0.2609090909090909
222,0.32000000000000006
223,0.5772727272727272
224,0.6499999999999999
