Id,predicted
0,0.4659467506570267
1,0.4704779239327538
2,0.46834699693473947
3,0.49485040509802175
4,0.496641508529055
5,0.4417709025513397
6,0.5425649105134952
7,0.4376411186973008
8,0.4552729758733733
9,0.5090954398336452
10,0.49951543188420783
11,0.4874587848719801
12,0.4764064466854462
13,0.44935992461738467
14,0.4433063476100665
15,0.4897759334149618
16,0.4698665608851573
17,0.4768605471368569
18,0.45498133170625804
19,0.4929701037110663
20,0.5192526549578306
21,0.5264375509507422
22,0.4608891892741368
23,0.44874900769473053
24,0.5087916570679214
25,0.44009732539751445
26,0.5138007309992796
27,0.5146067586727314
28,0.4426002843040697
29,0.4376411186973008
30,0.5459736449590494
31,0.4664368919096946
32,0.4609330900893631
33,0.4967600639981242
34,0.5338128089999841
35,0.491296526557241
36,0.47414063698511144
37,0.4950659841561362
38,0.4439018295493541
39,0.4601625201502494
40,0.4427178105812776
41,0.4488866936648869
42,0.513488927139216
43,0.44934079411629757
44,0.5128977237845679
45,0.46535451811051726
46,0.5191188014473714
47,0.4574234794974169
48,0.4290296782109277
49,0.4884389304353391
50,0.4835717660523283
51,0.5135883521071982
52,0.4514876022226207
53,0.4880860290278853
54,0.46762032781085205
55,0.4865926757648617
56,0.5197623728365278
57,0.488422603202088
58,0.5191542591817097
59,0.5173266688244769
60,0.47855428398363054
61,0.46122473425647825
62,0.4522614215545126
63,0.45588433892096974
64,0.4709511548852515
65,0.43342641490927664
66,0.4940355672100734
67,0.45196127930006086
68,0.44934079411629757
69,0.4407525892603371
70,0.44555542046554497
71,0.5133555197536993
72,0.5151433737919542
73,0.47382507824040443
74,0.4865664650774673
75,0.44678334024884764
76,0.4548627762371888
77,0.5437167244645451
78,0.447683098070781
79,0.5253912179528221
80,0.5112273960235209
81,0.477785130279378
82,0.4796164980898596
83,0.49156806603785635
84,0.5092152971642041
85,0.4221705746615485
86,0.5185461455268916
87,0.5152973869953618
88,0.4752061004841186
89,0.44934079411629757
90,0.528203094384777
91,0.48974047568062357
92,0.5231095271441785
93,0.4340182013308438
94,0.5379179850365347
95,0.4360114423587017
96,0.47518696998303156
97,0.45186288352393994
98,0.478806692963159
99,0.44465651838015896
100,0.5226358500667383
101,0.44934079411629757
102,0.507272128061052
103,0.4422445796287799
104,0.43065935454952675
105,0.44571787674984054
106,0.4340182013308438
107,0.438706582196308
108,0.4621138596646613
109,0.4522614215545126
110,0.5271021731514316
111,0.4939170117410041
112,0.4812731649435148
113,0.4897596061817106
114,0.4574234794974169
115,0.5290636170191235
116,0.46075150330398057
117,0.4391802592737481
118,0.447233102748696
119,0.4903485893354417
120,0.4411627888965216
121,0.4366228054062981
122,0.46545394307849947
123,0.43555734190729095
124,0.4375398715300646
125,0.45921561212031153
126,0.4957091443638988
127,0.45966971257172234
128,0.5238875351107128
129,0.5139827639096044
130,0.5269373504317476
131,0.4730792786154299
132,0.4654730735795865
133,0.4425447218832317
134,0.5360594881992318
135,0.5094352634006262
136,0.49818167829736354
137,0.4686857913098592
138,0.4654730735795865
139,0.4814271781469221
140,0.5466065289280069
141,0.4719154193403019
142,0.494988091068178
143,0.49568898467095046
144,0.5424916079490784
145,0.4939385086774796
146,0.5034706998466767
147,0.4680744282622627
148,0.47750470159293235
